schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away
248331600,1977,9,0,Cowboys,17,24,Cardinals
248850000,1977,10,0,Colts,33,12,Jets
248850000,1977,10,0,Bills,7,20,Patriots
248850000,1977,10,0,Bears,10,7,Vikings
248850000,1977,10,0,Bengals,23,17,Dolphins
248850000,1977,10,0,Lions,16,7,Buccaneers
248850000,1977,10,0,Chiefs,7,14,Broncos
248850000,1977,10,0,Saints,21,20,Falcons
248850000,1977,10,0,Giants,7,21,Browns
248850000,1977,10,0,Steelers,28,13,Cowboys
248850000,1977,10,0,Chargers,12,7,Raiders
248850000,1977,10,0,49ers,10,23,Rams
248850000,1977,10,0,Seahawks,10,22,Oilers
248850000,1977,10,0,Cardinals,21,16,Eagles
248936400,1977,10,0,Redskins,10,9,Packers
249195600,1977,11,0,Lions,14,31,Bears
249195600,1977,11,0,Cardinals,14,55,Dolphins
249454800,1977,11,0,Bengals,30,13,Giants
249454800,1977,11,0,Browns,0,9,Rams
249454800,1977,11,0,Broncos,27,13,Colts
249454800,1977,11,0,Packers,6,13,Vikings
249454800,1977,11,0,Oilers,34,20,Chiefs
249454800,1977,11,0,Patriots,14,6,Eagles
249454800,1977,11,0,Jets,20,23,Steelers
249454800,1977,11,0,49ers,20,17,Saints
249454800,1977,11,0,Seahawks,28,30,Chargers
249454800,1977,11,0,Buccaneers,0,17,Falcons
249454800,1977,11,0,Redskins,7,14,Cowboys
249541200,1977,11,0,Raiders,34,13,Bills
250059600,1977,12,0,Falcons,10,16,Patriots
250059600,1977,12,0,Bills,0,10,Redskins
250059600,1977,12,0,Cowboys,24,14,Eagles
250059600,1977,12,0,Packers,10,9,Lions
250059600,1977,12,0,Oilers,14,24,Broncos
250059600,1977,12,0,Chiefs,7,27,Bengals
250059600,1977,12,0,Rams,20,14,Raiders
250059600,1977,12,0,Vikings,28,27,49ers
250059600,1977,12,0,Saints,13,16,Jets
250059600,1977,12,0,Giants,27,7,Cardinals
250059600,1977,12,0,Steelers,30,20,Seahawks
250059600,1977,12,0,Chargers,37,14,Browns
250059600,1977,12,0,Buccaneers,0,10,Bears
250146000,1977,12,0,Dolphins,17,6,Colts
250578000,1977,13,0,Bengals,17,10,Steelers
250578000,1977,13,0,Cardinals,20,26,Redskins
250664400,1977,13,0,Colts,10,13,Lions
250664400,1977,13,0,Bears,21,10,Packers
250664400,1977,13,0,Browns,15,19,Oilers
250664400,1977,13,0,Broncos,17,9,Chargers
250664400,1977,13,0,Chiefs,31,34,Seahawks
250664400,1977,13,0,Rams,23,7,Falcons
250664400,1977,13,0,Patriots,14,10,Dolphins
250664400,1977,13,0,Saints,14,33,Buccaneers
250664400,1977,13,0,Jets,10,14,Bills
250664400,1977,13,0,Raiders,35,13,Vikings
250664400,1977,13,0,Eagles,17,14,Giants
250750800,1977,13,0,49ers,35,42,Cowboys
251182800,1977,14,0,Lions,21,30,Vikings
251182800,1977,14,0,Dolphins,31,14,Bills
251182800,1977,14,0,Redskins,17,14,Rams
251269200,1977,14,0,Falcons,35,7,Saints
251269200,1977,14,0,Colts,30,24,Patriots
251269200,1977,14,0,Cowboys,14,6,Broncos
251269200,1977,14,0,Packers,16,14,49ers
251269200,1977,14,0,Oilers,21,16,Bengals
251269200,1977,14,0,Giants,9,12,Bears
251269200,1977,14,0,Raiders,21,20,Chiefs
251269200,1977,14,0,Eagles,27,0,Jets
251269200,1977,14,0,Chargers,9,10,Steelers
251269200,1977,14,0,Seahawks,20,19,Browns
251269200,1977,14,0,Buccaneers,17,7,Cardinals
251787600,1977,Division,1,Colts,31,37,Raiders
251787600,1977,Division,1,Broncos,34,21,Steelers
251960400,1977,Division,1,Cowboys,37,7,Bears
251960400,1977,Division,1,Rams,7,14,Vikings
252478800,1977,Conference,1,Cowboys,23,6,Vikings
252478800,1977,Conference,1,Broncos,20,17,Raiders
253688400,1977,Superbowl,1,Cowboys,27,10,Broncos
273556800,1978,1,0,Buccaneers,13,19,Giants
273643200,1978,1,0,Falcons,20,14,Oilers
273643200,1978,1,0,Bills,17,28,Steelers
273643200,1978,1,0,Bears,17,10,Cardinals
273643200,1978,1,0,Bengals,23,24,Chiefs
273643200,1978,1,0,Browns,24,7,49ers
273643200,1978,1,0,Broncos,14,6,Raiders
273643200,1978,1,0,Lions,7,13,Packers
273643200,1978,1,0,Patriots,14,16,Redskins
273643200,1978,1,0,Saints,31,24,Vikings
273643200,1978,1,0,Jets,33,20,Dolphins
273643200,1978,1,0,Eagles,14,16,Rams
273643200,1978,1,0,Seahawks,20,24,Chargers
273729600,1978,1,0,Cowboys,38,0,Colts
274161600,1978,2,0,Buccaneers,7,15,Lions
274248000,1978,2,0,Colts,0,42,Dolphins
274248000,1978,2,0,Bills,20,21,Jets
274248000,1978,2,0,Browns,13,10,Bengals
274248000,1978,2,0,Packers,28,17,Saints
274248000,1978,2,0,Chiefs,17,20,Oilers
274248000,1978,2,0,Rams,10,0,Falcons
274248000,1978,2,0,Giants,24,34,Cowboys
274248000,1978,2,0,Steelers,21,10,Seahawks
274248000,1978,2,0,Chargers,20,21,Raiders
274248000,1978,2,0,49ers,13,16,Bears
274248000,1978,2,0,Cardinals,6,16,Patriots
274248000,1978,2,0,Redskins,35,30,Eagles
274334400,1978,2,0,Vikings,12,9,Broncos
274852800,1978,3,0,Falcons,16,24,Browns
274852800,1978,3,0,Bengals,3,28,Steelers
274852800,1978,3,0,Broncos,27,14,Chargers
274852800,1978,3,0,Lions,0,19,Bears
274852800,1978,3,0,Packers,3,28,Raiders
274852800,1978,3,0,Oilers,20,19,49ers
274852800,1978,3,0,Rams,27,14,Cowboys
274852800,1978,3,0,Dolphins,31,24,Bills
274852800,1978,3,0,Vikings,10,16,Buccaneers
274852800,1978,3,0,Saints,17,24,Eagles
274852800,1978,3,0,Giants,26,10,Chiefs
274852800,1978,3,0,Jets,17,24,Seahawks
274852800,1978,3,0,Cardinals,10,28,Redskins
274939200,1978,3,0,Patriots,27,34,Colts
275457600,1978,4,0,Bills,24,17,Colts
275457600,1978,4,0,Bengals,18,20,Saints
275457600,1978,4,0,Cowboys,21,12,Cardinals
275457600,1978,4,0,Oilers,6,10,Rams
275457600,1978,4,0,Chiefs,17,23,Broncos
275457600,1978,4,0,Giants,27,10,49ers
275457600,1978,4,0,Raiders,14,21,Patriots
275457600,1978,4,0,Eagles,17,3,Dolphins
275457600,1978,4,0,Steelers,15,9,Browns
275457600,1978,4,0,Chargers,3,24,Packers
275457600,1978,4,0,Seahawks,28,16,Lions
275457600,1978,4,0,Buccaneers,14,9,Falcons
275457600,1978,4,0,Redskins,23,3,Jets
275544000,1978,4,0,Bears,20,24,Vikings
276062400,1978,5,0,Falcons,23,20,Giants
276062400,1978,5,0,Colts,14,17,Eagles
276062400,1978,5,0,Bills,28,13,Chiefs
276062400,1978,5,0,Bears,19,25,Raiders
276062400,1978,5,0,Browns,13,16,Oilers
276062400,1978,5,0,Broncos,28,7,Seahawks
276062400,1978,5,0,Packers,35,14,Lions
276062400,1978,5,0,Dolphins,24,10,Cardinals
276062400,1978,5,0,Patriots,28,23,Chargers
276062400,1978,5,0,Saints,20,26,Rams
276062400,1978,5,0,Jets,17,28,Steelers
276062400,1978,5,0,49ers,28,12,Bengals
276062400,1978,5,0,Buccaneers,7,24,Vikings
276148800,1978,5,0,Redskins,9,5,Cowboys
276667200,1978,6,0,Cowboys,24,3,Giants
276667200,1978,6,0,Lions,19,21,Redskins
276667200,1978,6,0,Packers,24,14,Bears
276667200,1978,6,0,Chiefs,13,30,Buccaneers
276667200,1978,6,0,Rams,27,10,49ers
276667200,1978,6,0,Patriots,24,14,Eagles
276667200,1978,6,0,Saints,16,24,Browns
276667200,1978,6,0,Jets,45,14,Bills
276667200,1978,6,0,Raiders,21,17,Oilers
276667200,1978,6,0,Steelers,31,7,Falcons
276667200,1978,6,0,Chargers,23,0,Broncos
276667200,1978,6,0,Seahawks,29,28,Vikings
276667200,1978,6,0,Cardinals,17,30,Colts
276753600,1978,6,0,Dolphins,21,0,Bengals
277272000,1978,7,0,Falcons,14,0,Lions
277272000,1978,7,0,Colts,10,33,Jets
277272000,1978,7,0,Bengals,3,10,Patriots
277272000,1978,7,0,Browns,14,34,Steelers
277272000,1978,7,0,Packers,45,28,Seahawks
277272000,1978,7,0,Oilers,17,10,Bills
277272000,1978,7,0,Vikings,17,34,Rams
277272000,1978,7,0,Giants,17,14,Buccaneers
277272000,1978,7,0,Raiders,28,6,Chiefs
277272000,1978,7,0,Eagles,17,10,Redskins
277272000,1978,7,0,Chargers,21,28,Dolphins
277272000,1978,7,0,49ers,7,14,Saints
277272000,1978,7,0,Cardinals,21,24,Cowboys
277358400,1978,7,0,Broncos,16,7,Bears
277876800,1978,8,0,Colts,7,6,Broncos
277876800,1978,8,0,Bills,5,0,Bengals
277876800,1978,8,0,Cowboys,14,7,Eagles
277876800,1978,8,0,Lions,31,14,Chargers
277876800,1978,8,0,Chiefs,17,3,Browns
277876800,1978,8,0,Rams,3,10,Saints
277876800,1978,8,0,Vikings,21,7,Packers
277876800,1978,8,0,Patriots,33,24,Dolphins
277876800,1978,8,0,Giants,17,6,Redskins
277876800,1978,8,0,Jets,23,10,Cardinals
277876800,1978,8,0,49ers,17,20,Falcons
277876800,1978,8,0,Seahawks,27,7,Raiders
277876800,1978,8,0,Buccaneers,33,19,Bears
277963200,1978,8,0,Steelers,17,24,Oilers
278222400,1978,9,0,Cowboys,10,21,Vikings
278481600,1978,9,0,Bears,17,21,Lions
278481600,1978,9,0,Bengals,28,13,Oilers
278481600,1978,9,0,Browns,41,20,Bills
278481600,1978,9,0,Packers,9,7,Buccaneers
278481600,1978,9,0,Dolphins,26,8,Colts
278481600,1978,9,0,Patriots,55,21,Jets
278481600,1978,9,0,Saints,28,17,Giants
278481600,1978,9,0,Raiders,23,27,Chargers
278481600,1978,9,0,Eagles,10,16,Cardinals
278481600,1978,9,0,Steelers,27,24,Chiefs
278481600,1978,9,0,Seahawks,17,20,Broncos
278481600,1978,9,0,Redskins,38,20,49ers
278571600,1978,9,0,Falcons,15,7,Rams
279090000,1978,10,0,Falcons,21,10,49ers
279090000,1978,10,0,Bills,10,14,Patriots
279090000,1978,10,0,Bears,29,31,Seahawks
279090000,1978,10,0,Broncos,28,31,Jets
279090000,1978,10,0,Oilers,14,10,Browns
279090000,1978,10,0,Chiefs,10,20,Raiders
279090000,1978,10,0,Rams,26,23,Buccaneers
279090000,1978,10,0,Dolphins,23,16,Cowboys
279090000,1978,10,0,Vikings,17,7,Lions
279090000,1978,10,0,Eagles,10,3,Packers
279090000,1978,10,0,Steelers,20,14,Saints
279090000,1978,10,0,Chargers,22,13,Bengals
279090000,1978,10,0,Cardinals,20,10,Giants
279176400,1978,10,0,Colts,21,17,Redskins
279694800,1978,11,0,Bills,24,25,Dolphins
279694800,1978,11,0,Browns,7,19,Broncos
279694800,1978,11,0,Lions,34,23,Buccaneers
279694800,1978,11,0,Packers,14,42,Cowboys
279694800,1978,11,0,Rams,10,7,Steelers
279694800,1978,11,0,Vikings,17,14,Bears
279694800,1978,11,0,Patriots,23,26,Oilers
279694800,1978,11,0,Saints,17,20,Falcons
279694800,1978,11,0,Eagles,17,9,Jets
279694800,1978,11,0,Chargers,29,23,Chiefs
279694800,1978,11,0,49ers,10,16,Cardinals
279694800,1978,11,0,Seahawks,14,17,Colts
279694800,1978,11,0,Redskins,16,13,Giants
279781200,1978,11,0,Bengals,21,34,Raiders
280299600,1978,12,0,Colts,24,45,Browns
280299600,1978,12,0,Bears,13,7,Falcons
280299600,1978,12,0,Cowboys,27,7,Saints
280299600,1978,12,0,Broncos,16,3,Packers
280299600,1978,12,0,Chiefs,10,13,Seahawks
280299600,1978,12,0,Vikings,7,13,Chargers
280299600,1978,12,0,Giants,17,19,Eagles
280299600,1978,12,0,Jets,17,19,Patriots
280299600,1978,12,0,Raiders,29,17,Lions
280299600,1978,12,0,Steelers,7,6,Bengals
280299600,1978,12,0,49ers,28,31,Rams
280299600,1978,12,0,Buccaneers,31,10,Bills
280299600,1978,12,0,Redskins,17,27,Cardinals
280386000,1978,12,0,Oilers,35,30,Dolphins
280645200,1978,13,0,Cowboys,37,10,Redskins
280645200,1978,13,0,Lions,17,14,Broncos
280904400,1978,13,0,Falcons,20,17,Saints
280904400,1978,13,0,Colts,14,35,Patriots
280904400,1978,13,0,Bills,41,17,Giants
280904400,1978,13,0,Bears,14,3,Buccaneers
280904400,1978,13,0,Browns,30,19,Rams
280904400,1978,13,0,Packers,10,10,Vikings
280904400,1978,13,0,Oilers,17,10,Bengals
280904400,1978,13,0,Chiefs,23,0,Chargers
280904400,1978,13,0,Dolphins,13,24,Jets
280904400,1978,13,0,Raiders,16,17,Seahawks
280904400,1978,13,0,Cardinals,10,14,Eagles
280990800,1978,13,0,49ers,7,24,Steelers
281509200,1978,14,0,Bengals,37,7,Falcons
281509200,1978,14,0,Cowboys,17,10,Patriots
281509200,1978,14,0,Oilers,3,13,Steelers
281509200,1978,14,0,Chiefs,14,10,Bills
281509200,1978,14,0,Vikings,28,27,Eagles
281509200,1978,14,0,Saints,24,13,49ers
281509200,1978,14,0,Giants,17,20,Rams
281509200,1978,14,0,Jets,24,16,Colts
281509200,1978,14,0,Raiders,6,21,Broncos
281509200,1978,14,0,Seahawks,47,24,Browns
281509200,1978,14,0,Cardinals,21,14,Lions
281509200,1978,14,0,Buccaneers,7,17,Packers
281509200,1978,14,0,Redskins,0,16,Dolphins
281595600,1978,14,0,Chargers,40,7,Bears
282027600,1978,15,0,Lions,45,14,Vikings
282027600,1978,15,0,Steelers,35,13,Colts
282114000,1978,15,0,Falcons,20,17,Redskins
282114000,1978,15,0,Bears,14,0,Packers
282114000,1978,15,0,Browns,37,34,Jets
282114000,1978,15,0,Broncos,24,3,Chiefs
282114000,1978,15,0,Dolphins,23,6,Raiders
282114000,1978,15,0,Patriots,26,24,Bills
282114000,1978,15,0,Saints,12,17,Oilers
282114000,1978,15,0,Giants,17,0,Cardinals
282114000,1978,15,0,Eagles,13,31,Cowboys
282114000,1978,15,0,Chargers,37,10,Seahawks
282114000,1978,15,0,49ers,6,3,Buccaneers
282200400,1978,15,0,Rams,19,20,Bengals
282632400,1978,16,0,Broncos,17,21,Steelers
282632400,1978,16,0,Redskins,10,14,Bears
282718800,1978,16,0,Colts,14,21,Bills
282718800,1978,16,0,Bengals,48,16,Browns
282718800,1978,16,0,Lions,33,14,49ers
282718800,1978,16,0,Oilers,24,45,Chargers
282718800,1978,16,0,Rams,31,14,Packers
282718800,1978,16,0,Jets,7,30,Cowboys
282718800,1978,16,0,Raiders,27,20,Vikings
282718800,1978,16,0,Eagles,20,3,Giants
282718800,1978,16,0,Seahawks,23,19,Chiefs
282718800,1978,16,0,Cardinals,42,21,Falcons
282718800,1978,16,0,Buccaneers,10,17,Saints
282805200,1978,16,0,Dolphins,23,3,Patriots
283323600,1978,Wildcard,1,Falcons,14,13,Eagles
283323600,1978,Wildcard,1,Dolphins,9,17,Oilers
283842000,1978,Division,1,Cowboys,27,20,Falcons
283842000,1978,Division,1,Steelers,33,10,Broncos
283928400,1978,Division,1,Rams,34,10,Vikings
283928400,1978,Division,1,Patriots,14,31,Oilers
284533200,1978,Conference,1,Rams,0,28,Cowboys
284533200,1978,Conference,1,Steelers,34,5,Oilers
285742800,1978,Superbowl,1,Cowboys,31,35,Steelers
305006400,1979,1,0,Buccaneers,31,16,Lions
305092800,1979,1,0,Bills,7,9,Dolphins
305092800,1979,1,0,Bears,6,3,Packers
305092800,1979,1,0,Broncos,10,0,Bengals
305092800,1979,1,0,Chiefs,14,0,Colts
305092800,1979,1,0,Rams,17,24,Raiders
305092800,1979,1,0,Vikings,28,22,49ers
305092800,1979,1,0,Saints,34,40,Falcons
305092800,1979,1,0,Jets,22,25,Browns
305092800,1979,1,0,Eagles,23,17,Giants
305092800,1979,1,0,Seahawks,16,33,Chargers
305092800,1979,1,0,Cardinals,21,22,Cowboys
305092800,1979,1,0,Redskins,27,29,Oilers
305179200,1979,1,0,Patriots,13,16,Steelers
305438400,1979,2,0,Broncos,9,13,Rams
305697600,1979,2,0,Colts,26,29,Buccaneers
305697600,1979,2,0,Bills,51,24,Bengals
305697600,1979,2,0,Bears,26,7,Vikings
305697600,1979,2,0,Lions,24,27,Redskins
305697600,1979,2,0,Packers,28,19,Saints
305697600,1979,2,0,Chiefs,24,27,Browns
305697600,1979,2,0,Dolphins,19,10,Seahawks
305697600,1979,2,0,Patriots,56,3,Jets
305697600,1979,2,0,Giants,14,27,Cardinals
305697600,1979,2,0,Steelers,38,7,Oilers
305697600,1979,2,0,Chargers,30,10,Raiders
305697600,1979,2,0,49ers,13,21,Cowboys
305784000,1979,2,0,Eagles,10,14,Falcons
306302400,1979,3,0,Falcons,17,20,Broncos
306302400,1979,3,0,Bengals,14,20,Patriots
306302400,1979,3,0,Browns,13,10,Colts
306302400,1979,3,0,Cowboys,24,20,Bears
306302400,1979,3,0,Packers,10,21,Buccaneers
306302400,1979,3,0,Oilers,20,6,Chiefs
306302400,1979,3,0,Rams,27,24,49ers
306302400,1979,3,0,Vikings,12,27,Dolphins
306302400,1979,3,0,Saints,14,26,Eagles
306302400,1979,3,0,Jets,31,10,Lions
306302400,1979,3,0,Chargers,27,19,Bills
306302400,1979,3,0,Seahawks,27,10,Raiders
306302400,1979,3,0,Cardinals,21,24,Steelers
306388800,1979,3,0,Redskins,27,0,Giants
306907200,1979,4,0,Bills,46,31,Jets
306907200,1979,4,0,Bengals,27,30,Oilers
306907200,1979,4,0,Broncos,37,34,Seahawks
306907200,1979,4,0,Lions,24,23,Falcons
306907200,1979,4,0,Chiefs,35,7,Raiders
306907200,1979,4,0,Dolphins,31,16,Bears
306907200,1979,4,0,Vikings,27,21,Packers
306907200,1979,4,0,Patriots,27,21,Chargers
306907200,1979,4,0,Giants,13,17,Eagles
306907200,1979,4,0,Steelers,17,13,Colts
306907200,1979,4,0,49ers,21,30,Saints
306907200,1979,4,0,Cardinals,7,17,Redskins
306907200,1979,4,0,Buccaneers,21,6,Rams
306993600,1979,4,0,Browns,26,7,Cowboys
307512000,1979,5,0,Falcons,7,16,Redskins
307512000,1979,5,0,Colts,13,31,Bills
307512000,1979,5,0,Bears,13,17,Buccaneers
307512000,1979,5,0,Cowboys,38,13,Bengals
307512000,1979,5,0,Lions,10,13,Vikings
307512000,1979,5,0,Oilers,31,10,Browns
307512000,1979,5,0,Rams,21,0,Cardinals
307512000,1979,5,0,Saints,24,14,Giants
307512000,1979,5,0,Jets,33,27,Dolphins
307512000,1979,5,0,Raiders,27,3,Broncos
307512000,1979,5,0,Eagles,17,14,Steelers
307512000,1979,5,0,Chargers,31,9,49ers
307512000,1979,5,0,Seahawks,6,24,Chiefs
307598400,1979,5,0,Packers,27,14,Patriots
308116800,1979,6,0,Falcons,25,7,Packers
308116800,1979,6,0,Colts,10,8,Jets
308116800,1979,6,0,Bills,0,7,Bears
308116800,1979,6,0,Bengals,7,10,Chiefs
308116800,1979,6,0,Browns,35,51,Steelers
308116800,1979,6,0,Broncos,7,0,Chargers
308116800,1979,6,0,Oilers,17,24,Cardinals
308116800,1979,6,0,Vikings,20,36,Cowboys
308116800,1979,6,0,Patriots,24,17,Lions
308116800,1979,6,0,Saints,17,35,Rams
308116800,1979,6,0,Giants,17,14,Buccaneers
308116800,1979,6,0,Eagles,28,17,Redskins
308116800,1979,6,0,49ers,24,35,Seahawks
308203200,1979,6,0,Raiders,13,3,Dolphins
308721600,1979,7,0,Colts,16,28,Oilers
308721600,1979,7,0,Bears,7,27,Patriots
308721600,1979,7,0,Bengals,34,10,Steelers
308721600,1979,7,0,Browns,9,13,Redskins
308721600,1979,7,0,Cowboys,30,6,Rams
308721600,1979,7,0,Packers,24,16,Lions
308721600,1979,7,0,Chiefs,10,24,Broncos
308721600,1979,7,0,Dolphins,17,7,Bills
308721600,1979,7,0,Giants,32,16,49ers
308721600,1979,7,0,Raiders,50,19,Falcons
308721600,1979,7,0,Chargers,20,10,Seahawks
308721600,1979,7,0,Cardinals,20,24,Eagles
308721600,1979,7,0,Buccaneers,14,42,Saints
308808000,1979,7,0,Jets,14,7,Vikings
309326400,1979,8,0,Bills,13,14,Colts
309326400,1979,8,0,Browns,28,27,Bengals
309326400,1979,8,0,Cowboys,22,13,Cardinals
309326400,1979,8,0,Chiefs,17,21,Giants
309326400,1979,8,0,Rams,16,40,Chargers
309326400,1979,8,0,Vikings,30,27,Bears
309326400,1979,8,0,Patriots,28,13,Dolphins
309326400,1979,8,0,Saints,17,7,Lions
309326400,1979,8,0,Jets,28,19,Raiders
309326400,1979,8,0,49ers,20,15,Falcons
309326400,1979,8,0,Seahawks,34,14,Oilers
309326400,1979,8,0,Buccaneers,21,3,Packers
309326400,1979,8,0,Redskins,17,7,Eagles
309412800,1979,8,0,Steelers,42,7,Broncos
309672000,1979,9,0,Raiders,45,22,Chargers
309931200,1979,9,0,Colts,31,26,Patriots
309931200,1979,9,0,Bengals,37,13,Eagles
309931200,1979,9,0,Broncos,20,3,Chiefs
309931200,1979,9,0,Lions,17,20,Bills
309931200,1979,9,0,Oilers,27,24,Jets
309931200,1979,9,0,Rams,14,20,Giants
309931200,1979,9,0,Dolphins,27,7,Packers
309931200,1979,9,0,Vikings,10,12,Buccaneers
309931200,1979,9,0,Steelers,14,3,Cowboys
309931200,1979,9,0,49ers,27,28,Bears
309931200,1979,9,0,Cardinals,20,38,Browns
309931200,1979,9,0,Redskins,10,14,Saints
310021200,1979,9,0,Falcons,28,31,Seahawks
310539600,1979,10,0,Falcons,17,14,Buccaneers
310539600,1979,10,0,Colts,38,28,Bengals
310539600,1979,10,0,Bills,6,26,Patriots
310539600,1979,10,0,Bears,35,7,Lions
310539600,1979,10,0,Broncos,10,3,Saints
310539600,1979,10,0,Packers,22,27,Jets
310539600,1979,10,0,Chiefs,14,20,Chargers
310539600,1979,10,0,Giants,14,16,Cowboys
310539600,1979,10,0,Raiders,23,10,49ers
310539600,1979,10,0,Eagles,19,24,Browns
310539600,1979,10,0,Steelers,38,7,Redskins
310539600,1979,10,0,Seahawks,0,24,Rams
310539600,1979,10,0,Cardinals,37,7,Vikings
310626000,1979,10,0,Dolphins,6,9,Oilers
311144400,1979,11,0,Bears,27,23,Rams
311144400,1979,11,0,Bengals,24,26,Chargers
311144400,1979,11,0,Browns,24,29,Seahawks
311144400,1979,11,0,Broncos,45,10,Patriots
311144400,1979,11,0,Lions,14,16,Buccaneers
311144400,1979,11,0,Packers,19,7,Vikings
311144400,1979,11,0,Oilers,31,17,Raiders
311144400,1979,11,0,Chiefs,3,30,Steelers
311144400,1979,11,0,Dolphins,19,0,Colts
311144400,1979,11,0,Saints,31,20,49ers
311144400,1979,11,0,Giants,24,3,Falcons
311144400,1979,11,0,Jets,12,14,Bills
311144400,1979,11,0,Redskins,30,28,Cardinals
311230800,1979,11,0,Cowboys,21,31,Eagles
311749200,1979,12,0,Bills,19,12,Packers
311749200,1979,12,0,Bears,23,13,Jets
311749200,1979,12,0,Browns,30,24,Dolphins
311749200,1979,12,0,Oilers,42,21,Bengals
311749200,1979,12,0,Vikings,14,7,Lions
311749200,1979,12,0,Patriots,50,21,Colts
311749200,1979,12,0,Raiders,21,24,Chiefs
311749200,1979,12,0,Eagles,16,13,Cardinals
311749200,1979,12,0,Chargers,35,7,Steelers
311749200,1979,12,0,49ers,28,38,Broncos
311749200,1979,12,0,Seahawks,38,24,Saints
311749200,1979,12,0,Buccaneers,31,3,Giants
311749200,1979,12,0,Redskins,34,20,Cowboys
311835600,1979,12,0,Rams,20,14,Falcons
312094800,1979,13,0,Cowboys,24,30,Oilers
312094800,1979,13,0,Lions,20,0,Bears
312354000,1979,13,0,Falcons,6,37,Saints
312354000,1979,13,0,Colts,24,28,Dolphins
312354000,1979,13,0,Bengals,34,28,Cardinals
312354000,1979,13,0,Broncos,10,14,Raiders
312354000,1979,13,0,Packers,10,21,Eagles
312354000,1979,13,0,Patriots,13,16,Bills
312354000,1979,13,0,Giants,14,6,Redskins
312354000,1979,13,0,Steelers,33,30,Browns
312354000,1979,13,0,Chargers,28,7,Chiefs
312354000,1979,13,0,49ers,20,26,Rams
312354000,1979,13,0,Buccaneers,22,23,Vikings
312440400,1979,13,0,Seahawks,30,7,Jets
312699600,1979,14,0,Dolphins,39,24,Patriots
312958800,1979,14,0,Bills,16,19,Broncos
312958800,1979,14,0,Browns,14,7,Oilers
312958800,1979,14,0,Cowboys,28,7,Giants
312958800,1979,14,0,Chiefs,37,21,Seahawks
312958800,1979,14,0,Rams,27,21,Vikings
312958800,1979,14,0,Jets,30,17,Colts
312958800,1979,14,0,Eagles,44,7,Lions
312958800,1979,14,0,Steelers,37,17,Bengals
312958800,1979,14,0,Chargers,26,28,Falcons
312958800,1979,14,0,Cardinals,13,10,49ers
312958800,1979,14,0,Buccaneers,0,14,Bears
312958800,1979,14,0,Redskins,38,21,Packers
313045200,1979,14,0,Saints,35,42,Raiders
313477200,1979,15,0,Eagles,17,24,Cowboys
313477200,1979,15,0,Seahawks,28,23,Broncos
313563600,1979,15,0,Falcons,13,34,Rams
313563600,1979,15,0,Colts,7,10,Chiefs
313563600,1979,15,0,Lions,10,28,Dolphins
313563600,1979,15,0,Packers,14,15,Bears
313563600,1979,15,0,Vikings,10,3,Bills
313563600,1979,15,0,Saints,0,35,Chargers
313563600,1979,15,0,Jets,27,26,Patriots
313563600,1979,15,0,Raiders,19,14,Browns
313563600,1979,15,0,49ers,23,7,Buccaneers
313563600,1979,15,0,Cardinals,29,20,Giants
313563600,1979,15,0,Redskins,28,14,Bengals
313650000,1979,15,0,Oilers,20,17,Steelers
314082000,1979,16,0,Lions,13,18,Packers
314082000,1979,16,0,Dolphins,24,27,Jets
314168400,1979,16,0,Falcons,31,21,49ers
314168400,1979,16,0,Bears,42,6,Cardinals
314168400,1979,16,0,Bengals,16,12,Browns
314168400,1979,16,0,Cowboys,35,34,Redskins
314168400,1979,16,0,Oilers,20,26,Eagles
314168400,1979,16,0,Rams,14,29,Saints
314168400,1979,16,0,Patriots,27,23,Vikings
314168400,1979,16,0,Giants,7,31,Colts
314168400,1979,16,0,Raiders,24,29,Seahawks
314168400,1979,16,0,Steelers,28,0,Bills
314168400,1979,16,0,Buccaneers,3,0,Chiefs
314254800,1979,16,0,Chargers,17,7,Broncos
314773200,1979,Wildcard,1,Oilers,13,7,Broncos
314773200,1979,Wildcard,1,Eagles,27,17,Bears
315291600,1979,Division,1,Chargers,14,17,Oilers
315291600,1979,Division,1,Buccaneers,24,17,Eagles
315378000,1979,Division,1,Cowboys,19,21,Rams
315378000,1979,Division,1,Steelers,34,14,Dolphins
315982800,1979,Conference,1,Steelers,27,13,Oilers
315982800,1979,Conference,1,Buccaneers,0,9,Rams
317192400,1979,Superbowl,1,Rams,19,31,Steelers
337147200,1980,1,0,Bills,17,7,Dolphins
337147200,1980,1,0,Bengals,12,17,Buccaneers
337147200,1980,1,0,Packers,12,6,Bears
337147200,1980,1,0,Chiefs,14,27,Raiders
337147200,1980,1,0,Rams,20,41,Lions
337147200,1980,1,0,Vikings,24,23,Falcons
337147200,1980,1,0,Patriots,34,17,Browns
337147200,1980,1,0,Saints,23,26,49ers
337147200,1980,1,0,Jets,14,17,Colts
337147200,1980,1,0,Eagles,27,6,Broncos
337147200,1980,1,0,Steelers,31,17,Oilers
337147200,1980,1,0,Seahawks,13,34,Chargers
337147200,1980,1,0,Cardinals,35,41,Giants
337233600,1980,1,0,Redskins,3,17,Cowboys
337492800,1980,2,0,Buccaneers,10,9,Rams
337752000,1980,2,0,Colts,17,20,Steelers
337752000,1980,2,0,Bills,20,10,Jets
337752000,1980,2,0,Bears,22,3,Saints
